               *               *    core_i/load_store_unit_i/U517/output
            1.22            1.21    core_i/load_store_unit_i/U569/A1
            1.75            1.78    core_i/load_store_unit_i/U569/A2
            1.21            1.22    core_i/load_store_unit_i/U569/ZN
            1.20            1.20    core_i/load_store_unit_i/U571/A1
            1.74            1.78    core_i/load_store_unit_i/U571/A2
            1.20            1.20    core_i/load_store_unit_i/U571/ZN
            1.22            1.21    core_i/load_store_unit_i/U576/A1
            1.75            1.78    core_i/load_store_unit_i/U576/A2
            1.21            1.22    core_i/load_store_unit_i/U576/ZN
            1.20            1.20    core_i/load_store_unit_i/U578/A1
            1.75            1.78    core_i/load_store_unit_i/U578/A2
            1.20            1.20    core_i/load_store_unit_i/U578/ZN
            1.22            1.21    core_i/load_store_unit_i/U583/A1
            1.75            1.78    core_i/load_store_unit_i/U583/A2
            1.21            1.22    core_i/load_store_unit_i/U583/ZN
            1.20            1.20    core_i/load_store_unit_i/U585/A1
            1.75            1.78    core_i/load_store_unit_i/U585/A2
            1.20            1.20    core_i/load_store_unit_i/U585/ZN
            1.22            1.21    core_i/load_store_unit_i/U590/A1
            1.74            1.78    core_i/load_store_unit_i/U590/A2
            1.21            1.22    core_i/load_store_unit_i/U590/ZN
            1.20            1.20    core_i/load_store_unit_i/U592/A1
            1.75            1.78    core_i/load_store_unit_i/U592/A2
            1.20            1.20    core_i/load_store_unit_i/U592/ZN
            1.22            1.21    core_i/load_store_unit_i/U597/A1
            1.75            1.78    core_i/load_store_unit_i/U597/A2
            1.21            1.22    core_i/load_store_unit_i/U597/ZN
            1.20            1.20    core_i/load_store_unit_i/U599/A1
            1.74            1.78    core_i/load_store_unit_i/U599/A2
            1.20            1.20    core_i/load_store_unit_i/U599/ZN
            1.22            1.21    core_i/load_store_unit_i/U604/A1
            1.75            1.78    core_i/load_store_unit_i/U604/A2
            1.21            1.22    core_i/load_store_unit_i/U604/ZN
            1.20            1.20    core_i/load_store_unit_i/U606/A1
            1.75            1.78    core_i/load_store_unit_i/U606/A2
            1.20            1.20    core_i/load_store_unit_i/U606/ZN
            1.22            1.21    core_i/load_store_unit_i/U611/A1
            1.75            1.78    core_i/load_store_unit_i/U611/A2
            1.21            1.22    core_i/load_store_unit_i/U611/ZN
            1.20            1.20    core_i/load_store_unit_i/U613/A1
            1.75            1.78    core_i/load_store_unit_i/U613/A2
            1.20            1.20    core_i/load_store_unit_i/U613/ZN
            1.22            1.21    core_i/load_store_unit_i/U618/A1
            1.74            1.78    core_i/load_store_unit_i/U618/A2
            1.21            1.22    core_i/load_store_unit_i/U618/ZN
            1.20            1.20    core_i/load_store_unit_i/U620/A1
            1.75            1.78    core_i/load_store_unit_i/U620/A2
            1.20            1.20    core_i/load_store_unit_i/U620/ZN
            1.22            1.21    core_i/load_store_unit_i/U625/A1
            1.75            1.78    core_i/load_store_unit_i/U625/A2
            1.21            1.22    core_i/load_store_unit_i/U625/ZN
            1.20            1.20    core_i/load_store_unit_i/U627/A1
            1.74            1.78    core_i/load_store_unit_i/U627/A2
            1.20            1.20    core_i/load_store_unit_i/U627/ZN
            1.22            1.21    core_i/load_store_unit_i/U632/A1
            1.75            1.78    core_i/load_store_unit_i/U632/A2
            1.21            1.22    core_i/load_store_unit_i/U632/ZN
            1.20            1.20    core_i/load_store_unit_i/U634/A1
            1.75            1.78    core_i/load_store_unit_i/U634/A2
            1.20            1.20    core_i/load_store_unit_i/U634/ZN
            1.22            1.21    core_i/load_store_unit_i/U639/A1
            1.75            1.78    core_i/load_store_unit_i/U639/A2
            1.21            1.22    core_i/load_store_unit_i/U639/ZN
            1.20            1.20    core_i/load_store_unit_i/U641/A1
            1.75            1.78    core_i/load_store_unit_i/U641/A2
            1.20            1.20    core_i/load_store_unit_i/U641/ZN
            1.22            1.21    core_i/load_store_unit_i/U646/A1
            1.74            1.78    core_i/load_store_unit_i/U646/A2
            1.21            1.22    core_i/load_store_unit_i/U646/ZN
            1.20            1.20    core_i/load_store_unit_i/U648/A1
            1.75            1.78    core_i/load_store_unit_i/U648/A2
            1.20            1.20    core_i/load_store_unit_i/U648/ZN
            0.21            0.37    core_i/load_store_unit_i/U16/A1
            0.41            0.53    core_i/load_store_unit_i/U16/A2
            0.37            0.21    core_i/load_store_unit_i/U16/ZN
            1.22            1.21    core_i/load_store_unit_i/U653/A1
            1.75            1.78    core_i/load_store_unit_i/U653/A2
            1.21            1.22    core_i/load_store_unit_i/U653/ZN
            1.20            1.20    core_i/load_store_unit_i/U655/A1
            1.74            1.78    core_i/load_store_unit_i/U655/A2
            1.20            1.20    core_i/load_store_unit_i/U655/ZN
            1.20            1.20    core_i/load_store_unit_i/U663/A1
            1.32            1.21    core_i/load_store_unit_i/U663/A2
            1.20            1.20    core_i/load_store_unit_i/U663/ZN
            1.31            1.20    core_i/load_store_unit_i/U667/A1
            1.21            1.22    core_i/load_store_unit_i/U667/A2
            1.21            1.20    core_i/load_store_unit_i/U667/ZN
            1.20            1.20    core_i/load_store_unit_i/U670/A1
            1.32            1.21    core_i/load_store_unit_i/U670/A2
            1.20            1.20    core_i/load_store_unit_i/U670/ZN
            1.31            1.20    core_i/load_store_unit_i/U674/A1
            1.21            1.22    core_i/load_store_unit_i/U674/A2
            1.21            1.20    core_i/load_store_unit_i/U674/ZN
            1.20            1.20    core_i/load_store_unit_i/U677/A1
            1.32            1.21    core_i/load_store_unit_i/U677/A2
            1.20            1.20    core_i/load_store_unit_i/U677/ZN
            1.32            1.36    core_i/load_store_unit_i/U104/A1
            1.19            1.18    core_i/load_store_unit_i/U104/A2
            1.19            1.18    core_i/load_store_unit_i/U104/ZN
            1.31            1.20    core_i/load_store_unit_i/U681/A1
            1.21            1.22    core_i/load_store_unit_i/U681/A2
            1.21            1.20    core_i/load_store_unit_i/U681/ZN
            1.20            1.20    core_i/load_store_unit_i/U684/A1
            1.32            1.21    core_i/load_store_unit_i/U684/A2
            1.20            1.20    core_i/load_store_unit_i/U684/ZN
            1.31            1.20    core_i/load_store_unit_i/U688/A1
            1.21            1.22    core_i/load_store_unit_i/U688/A2
            1.21            1.20    core_i/load_store_unit_i/U688/ZN
            1.20            1.20    core_i/load_store_unit_i/U110/A1
            1.32            1.21    core_i/load_store_unit_i/U110/A2
            1.20            1.20    core_i/load_store_unit_i/U110/ZN
            1.20            1.20    core_i/load_store_unit_i/U111/A1
            1.32            1.21    core_i/load_store_unit_i/U111/A2
            1.20            1.20    core_i/load_store_unit_i/U111/ZN
            1.31            1.20    core_i/load_store_unit_i/U112/A1
            1.21            1.22    core_i/load_store_unit_i/U112/A2
            1.21            1.20    core_i/load_store_unit_i/U112/ZN
            1.20            1.20    core_i/load_store_unit_i/U113/A1
            1.32            1.21    core_i/load_store_unit_i/U113/A2
            1.20            1.20    core_i/load_store_unit_i/U113/ZN
            1.31            1.20    core_i/load_store_unit_i/U114/A1
            1.21            1.22    core_i/load_store_unit_i/U114/A2
            1.21            1.20    core_i/load_store_unit_i/U114/ZN
            3.64            3.56    core_i/load_store_unit_i/U307/A1
            3.08            3.08    core_i/load_store_unit_i/U307/A2
            3.08            3.08    core_i/load_store_unit_i/U307/ZN
            1.20            1.20    core_i/load_store_unit_i/U691/A1
            1.32            1.21    core_i/load_store_unit_i/U691/A2
            1.20            1.20    core_i/load_store_unit_i/U691/ZN
            1.31            1.20    core_i/load_store_unit_i/U695/A1
            1.21            1.22    core_i/load_store_unit_i/U695/A2
            1.21            1.20    core_i/load_store_unit_i/U695/ZN
            0.11            0.19    core_i/load_store_unit_i/U67/A1
            0.27            0.37    core_i/load_store_unit_i/U67/A2
            0.19            0.11    core_i/load_store_unit_i/U67/ZN
            1.41            1.49    core_i/load_store_unit_i/U68/B1
            1.22            1.24    core_i/load_store_unit_i/U68/B2
            1.42            1.48    core_i/load_store_unit_i/U68/A
            1.24            1.22    core_i/load_store_unit_i/U68/ZN
            1.40            1.36    core_i/load_store_unit_i/U505/A1
            1.35            1.23    core_i/load_store_unit_i/U505/A2
            1.23            1.35    core_i/load_store_unit_i/U505/ZN
            1.20            1.20    core_i/load_store_unit_i/U703/A1
            1.32            1.21    core_i/load_store_unit_i/U703/A2
            1.20            1.20    core_i/load_store_unit_i/U703/ZN
            1.31            1.20    core_i/load_store_unit_i/U707/A1
            1.21            1.22    core_i/load_store_unit_i/U707/A2
            1.21            1.20    core_i/load_store_unit_i/U707/ZN
            1.20            1.20    core_i/load_store_unit_i/U710/A1
            1.32            1.21    core_i/load_store_unit_i/U710/A2
            1.20            1.20    core_i/load_store_unit_i/U710/ZN
            1.31            1.20    core_i/load_store_unit_i/U520/A1
            1.21            1.22    core_i/load_store_unit_i/U520/A2
            1.21            1.20    core_i/load_store_unit_i/U520/ZN
            1.31            1.20    core_i/load_store_unit_i/U714/A1
            1.21            1.22    core_i/load_store_unit_i/U714/A2
            1.21            1.20    core_i/load_store_unit_i/U714/ZN
            1.20            1.20    core_i/load_store_unit_i/U525/A1
            1.32            1.21    core_i/load_store_unit_i/U525/A2
            1.20            1.20    core_i/load_store_unit_i/U525/ZN
